CVR;Regnskabsår;Påtale (y/n);Antal påtaler;Kontrolår;Revisionsvirksomhed;CVR_Rev_VK;MNE 1
25096940;2013;0;0;2014;OBSEN & NIELSEN A/S;26399610;mne16665
25105192;2014;0;0;2015;Mette Storgaard Høffner;18897385;mne11058
25110781;2013;0;0;2015;REVISORERNE SKANDERBORG STATSAUTORISERET REVISIONSANPARTSSELSKAB;12549679;mne3602
25111265;2013;0;0;2014;Michael Fræmohs;47808650;mne387
25113195;2011/12;0;0;2014;REVIPLAN A/S;37670219;mne2336
25118898;2013;0;0;2014;DANSK REVISION AALBORG REGISTRERET REVISIONSAKTIESELSKAB;17835998;mne33211
25133471;2013/14;1;4;2014;NU-REVI STATSAUTORISERET REVISOR ApS;29839328;mne24841
25134044;2013;1;3;2014;AKTIV REVISION SILKEBORG REGISTRERET REVISIONSANPARTSSELSKAB;14788107;mne2903
25145186;2013;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne34501
25186575;2014/15;0;0;2015;THORVALD REIN STATSAUTORISERET REVISIONSAKTIESELSKAB;79355313;mne9567
25198581;2012/13 ;0;0;2014;TRANBERG, STATSAUTORISERET REVISIONSAKTIESELSKAB;26063655;mne7911
25206185;2014/15;1;1;2015;Tommy Larsen v/Tommy Larsen;98727558;mne730
25207092;2014;0;0;2015;Revisorgruppen v/Eva Kristensen og Lars Gotfredsen I/S;35071199;mne7342
25244303;2013;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne623
25260945;2012/13;0;0;2014;TØNDER REVISION, REGISTRERET REVISIONSAKTIESELSKAB;76475512;mne8329
25264185;2012/13;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne5518
25280776;2014;1;5;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne18599
25299167;2013/14;0;0;2014;BAYS REVISIONSKONTOR V/KIM BAY;20183497;mne12805
25328566;2015;1;1;2015;DIN REVISOR ApS REGISTRERET REVISIONSSELSKAB;35407359;mne34273
25340604;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne8774
25342631;2012/13;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne30201
25344154;2013;0;0;2014;GLB REVISION, STATSAUTORISEREDE REVISORER A/S;30821963;mne32726
25359445;2014;0;0;2015;WIND REVISION REGISTRERET REVISIONSANPARTSSELSKAB;34804699;mne7485
25359542;2012/13;1;1;2014;BHS REVISION V/BJARNE HØI SØRENSEN;15772573;mne1520
25362225;2012;0;0;2014;Finn Erik Rasmussen;54472455;mne17356
25380088;2015;0;0;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne9368
25380738;2013;0;0;2014;DANSK REVISION KALUNDBORG, GODKENDT REVISIONSAKTIESELSKAB;65766116;mne4562
25382773;2013;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne8854
25388224;2013/14;1;5;2014;ECO-TEAM STATSAUTORISERET REVISIONSANPARTSSELSKAB;27966675;mne10900
25388364;2013;0;0;2014;JWS REVISION GODKENDT REVISIONSAKTIESELSKAB;27015476;mne33236
25433254;2013;1;2;2014;TORBEN JENSEN GODKENDT REVISIONSANPARTSSELSKAB;27521975;mne16440
25437993;2013;0;0;2014;One Revision Nord Statsautoriserede revisorer;35305890;mne34276
25447476;2012/13;0;0;2014;Finn Erik Rasmussen;54472455;mne17356
25448871;2013;0;0;2014;RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;mne2526
25461142;2013;1;2;2014;JS REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;30836081;mne28744
25462661;2014;0;0;2015;TIMEVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;34699518;mne1388
25464354;2014;0;0;2015;OBK REVISION REGISTRERET REVISOR ApS;68216214;mne718
25472047;2014;0;0;2015;LIDEGAARD REVISION & RÅDGIVNING REGISTRERET REVISIONSANPARTSSELSKAB;27096174;mne4173
25472543;2014;0;0;2015;PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;mne35462
25472683;2012/13;1;4;2014;ND Revision Randers registreret revisionsinteressentskab;28258046;mne7382
25476212;2013;1;1;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne28679
25476956;2013;0;0;2014;GRANT THORNTON,STATSAUTORISERET REVISIONSPARTNERSELSKAB;34209936;mne23451
25497384;2013/14;0;0;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne395
25519078;2013/14;0;0;2014;REVIDATA. REGISTREREDE REVISORER A/S;37029815;mne33770
25521781;2013;1;1;2014;DANSK REVISION HOLBÆK REGISTRERET REVISIONSPARTNERSELSKAB;28853343;mne7103
25526139;2014;0;0;2015;HARBOE CONSULT ApS - GODKENDT REVISIONSVIRKSOMHED;35649417;mne661
25532570;2014;0;0;2015;PIASTER REVISORERNE, STATSAUTORISERET REVISIONSAKTIESELSKAB;25160037;mne11666
25571398;2013;1;1;2014;JS REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;30836081;mne8841
25575555;2013;1;1;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne16036
25584171;2013;0;0;2014;DANSK REVISION ÅRHUS, REGISTRERET REVISIONSAKTIESELSKAB;26717671;mne4109
25586344;2013;0;0;2014;ADDERE REVISION STATSAUTORISERET REVISIONSPARTNERSELSKAB;34589992;mne5523
25604709;2014;0;0;2015;Revisionplus v/Gert Skjønnemand;73881412;mne3464
25612345;2013;1;1;2014;RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;mne2526
25620909;2013;1;2;2014;Annie Mogensen;11972101;mne6392
25628101;2013;0;0;2014;Bornholms Landbrug;29441677;mne2910
25634225;2013/14;0;0;2015;RISSKOV REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB;31574994;mne19690
25639375;2014;0;0;2015;ALBJERG STATSAUTORISERET REVISIONSPARTNERSELSKAB;35382879;mne10061
25641620;2013;0;0;2014;HAAMANN A/S, STATSAUTORISEREDE REVISORER;24256995;mne9504
25649796;2013;0;0;2014;Heden & Fjorden I/S;21728446;mne15249
25652991;2014;0;0;2015;BILLE & BUCH-ANDERSEN REGISTRERET REVISIONSAKTIESELSKAB;18282046;mne2673
25660498;2013/14;0;0;2015;REVISTO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35465979;mne33731
25663845;2013/14;0;0;2014;Revisionskontoret Iversen/ Hedegaard;10019699;mne474
25664094;2012/13;0;0;2015;MAZARS DENMARK STATSAUTORISERET REVISIONSPARTNERSELSKAB;31061741;mne8002
25676335;2013;1;2;2014;KBO REVISION V/KIM BIRK OLESEN;14899146;mne1089
25704894;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne32066
25706404;2013/14;0;0;2015;DR REVISION GODKENDT REVISIONSANPARTSSELSKAB;36479760;mne34156
25711807;2012;1;6;2014;NIELS HOUGAARD SKIPPER;11209483;mne3462
25735293;2013;1;1;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne2321
25760417;2013;0;0;2014;JOOST & PARTNER REGISTRERET REVISIONSANPARTSSELSKAB;63778710;mne673
25761618;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne34079
25765451;2012/13;0;0;2014;HØFFNER REVISION A/S OFFENTLIGT GODKENDTE REVISORER;76637415;mne502
25798228;2012;1;4;2014;NÆRREVISION A/S;17524305;mne33799
25798864;2014;0;0;2015;JL REVISORER REGISTRERET REVISIONSANPARTSSELSKAB;31332699;mne15648
25798929;2013;0;0;2014;Bornholms Revision, Statsautoriserede revisorer;20542187;mne15625
25801059;2013/14;0;0;2015;Bidstrup Revision v/ Inge Bidstrup;17578235;mne18296
25801636;2013;0;0;2014;DANSK REVISION AALBORG REGISTRERET REVISIONSAKTIESELSKAB;17835998;mne987
25815629;2013/14;0;0;2015;POMMERENCKE ApS;33878370;mne1171
25815823;2013;1;1;2014;Revisionskontoret Iversen/ Hedegaard;10019699;mne545
25819950;2013;0;0;2014;KJELD LINNEBJERG REGISTRERET REVISIONSANPARTSSELSKAB;15587008;mne959
25845242;2013;1;1;2014;F. Bøgh Jørgensen Registrerede Revisorer ApS;19569446;mne15276
25847121;2012/13;0;0;2014;UNIK-REVISION, OTTERUP REGISTRERETREVISIONSANPARTSSELSKAB;17128973;mne11062
25868943;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne34513
25876504;2012/13;0;0;2014;M.G. REVISION ApS;29529507;mne12365
25883012;2014;0;0;2015;Tommy Larsen v/Tommy Larsen;98727558;mne730
25894383;2013;0;0;2014;REVISIONSKONTORET VEST, REGISTRERET REVISIONSAKTIESELSKAB;28312679;mne33708
25896629;2012/13;0;0;2014;PLUS REVISION REGISTRERET REVISIONSANPARTSSELSKAB;20452897;mne11748
25902211;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne2332
25909968;2013/14;1;5;2014;Secher v/Peter Secher;26361907;mne1309
25923324;2013;1;1;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne5591
25923723;2012/13;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne32798
25938771;2013;1;2;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne32904
25941195;2012/13;0;0;2014;TRANBERG, STATSAUTORISERET REVISIONSAKTIESELSKAB;26063655;mne7911
25942043;2013;0;0;2014;ULLA LÆRKE, REGISTREREDE REVISORER ApS;25768108;mne4221
25974190;2012/13;0;0;2014;MEISNER REVISION REGISTRERET REVISIONSANPARTSSELSKAB;25878515;mne6197
25974697;2014;0;0;2015;REVISION OG RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSPARTNERSELSKAB;33771177;mne17363
25993861;2013/14;1;2;2014;DANSK REVISION SØNDERBORG REGISTRERET REVISIONSANPARTSSELSKAB;30816471;mne12610
25997255;2014;0;0;2015;KIM JACOBSEN ApS;36065346;mne5627
25999193;2015;0;0;2016;RID REVISION, REGISTRERET REVISIONSAKTIESELSKAB;30707907;mne3814
26019702;2013;1;4;2014;IB KOLD-CHRISTENSEN REGISTRERET REVISOR ApS;13481040;mne883
26031745;2014;0;0;2015;JST Revision;26344735;mne32067
26034108;2014;0;0;2015;Furesø Revision;27969933;mne7581
26043670;2014;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne31509
26044502;2014;1;1;2015;BDO Statsautoriseret Revisionsaktieselskab ;20222670;mne32750
26050545;2012;0;0;2015;PART NORD REVISION ApS;17178687;mne7005
26055563;2014;0;0;2015;REVISION KØBENHAVN STATSAUTORISERET REVISIONSANPARTSSELSKAB VBR;34452342;mne2300
26057698;2014;0;0;2015;Verifica Statsautoriseret Revisionsvirksomhed;33684096;mne30195
26058007;2014;0;0;2014;KALLERMANN REVISION A/S STATSAUTORISERET REVISIONSFIRMA;30195264;mne8285
26079772;2014;1;2;2015;REVIRK RÅDGIVNING STATSAUTORISERETREVISIONSANPARTSSELSKAB;31934354;mne32052
26080088;2013/14;1;2;2015;ATTIRI STATSAUTORISERET REVISIONSAKTIESELSKAB;33357966;mne28659
26081157;2013/14;1;3;2014;ERIK JØRGENSEN;48732313;mne8314
26085942;2013;0;0;2014;SØBY REVISORER A/S STATSAUTORISEREDE REVISORER;19125742;mne8942
26088941;2014;1;1;2015;LJ REVISION ApS;28284160;mne2892
26096227;2014;0;0;2015;STEEN B HANSEN;13790981;mne3894
26097614;2014;0;0;2015;CAPTURE, REGISTRERET REVISIONSANPARTSSELSKAB;28126131;mne2673
26099846;2013;0;0;2014;REVIØST REGISTRERET REVISIONSANPARTSSELSKAB;21164577;mne11349
26103371;2013;0;0;2014;GLB REVISION, STATSAUTORISEREDE REVISORER A/S;30821963;mne24681
26103673;2013/14;0;0;2015;TIMEVISION BRØNDBY GODKENDT REVISIONSAKTIESELSKAB;19000435;mne5456
26106966;2014;1;3;2015;P S Revision v/Svend Aggerholm;28252102;mne90
26108152;2013;0;0;2014;JØRNER & SCHNEIDER REGISTRERET REVISIONSANPARTSSELSKAB;70605112;mne766
26111609;2014;0;0;2015;REVISIONSCENTRET FRIER REGISTRERETREVISIONSANPARTSSELSKAB;12697791;mne7521
26111781;2013/14;0;0;2015;MOMENTUM REVISION REGISTREREDE REVISORER ApS;35238050;mne34598
26113555;2014;0;0;2015;TIMEVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;34699518;mne1388
26115140;2014/15;0;0;2016;Revision Køge;28053665;mne3443
26115191;2014;0;0;2015;REVISION FYN REGISTRERET REVISIONSANPARTSSELSKAB;31896444;mne16656
26118476;2014;0;0;2015;STEEN B HANSEN;13790981;mne3894
26122465;2012/13;0;0;2014;EKL REVISION, REGISTRERET REVISIONSANPARTSSELSKAB;30175859;mne18225
26122635;2013/14;1;2;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne1076
26125286;2013/14;0;0;2015;CR Revision, Registeret revisor;31115086;mne11019
26126452;2013;0;0;2014;Heden & Fjorden I/S;21728446;mne7365
26129796;2013;0;0;2014;LYNGEN REVISORERNE, STATSAUTORISERET REVISIONSANPARTSSELSKAB;28849540;mne18500
26131499;2014;0;0;2015;HARBOE CONSULT ApS - GODKENDT REVISIONSVIRKSOMHED;35649417;mne661
26132266;2013;1;4;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne9940
26132886;2014;0;0;2015;Hedelund, revision og rådgivning;36762454;mne19849
26133432;2013;1;1;2014;NÆRREVISION A/S;17524305;mne2512
26141907;2012/13;1;3;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne11630
26143438;2012/13;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne33688
26144264;2012/13;0;0;2014;DAMGAARD & ENEVOLDSEN REGISTRERET REVISIONSAKTIESELSKAB;24257770;mne196
26151805;2013;1;3;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne6392
26161274;2013;1;1;2014;NOE & KIRKEGAARD, REGISTREREDE REVISORER A/S;15050586;mne34265
26172039;2013;0;0;2014;REVISION 2 A/S;16968137;mne1616
26195624;2013/14;1;1;2015;MBP ApS, REGISTRERET REVISOR;31167140;mne17457
26198402;2013/14;0;0;2015;RISSKOV REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB;31574994;mne19690
26207959;2013;1;6;2014;OLE A. FISCHER STATSAUTORISERET REVISIONSANPARTSSELSKAB;25831578;mne4761
26218675;2013/14;1;2;2015;Talsnedkeren v/Kurt Friborg Jensen;36279079;mne5883
26246296;2015;0;0;2016;TORSTEN RASMUSSEN GODKENDT REVISIONSANPARTSSELSKAB;34901295;mne7610
26246393;2015;0;0;2016;TORSTEN RASMUSSEN GODKENDT REVISIONSANPARTSSELSKAB;34901295;mne7610
26258219;2013/14;0;0;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne4083
26258294;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne31429
26279275;2013;1;1;2014;LOKALREVISION REGISTRERET REVISIONSANPARTSSELSKAB;78646411;mne1295
26308550;2014;0;0;2015;NØRGAARD REVISION REGISTREREDE REVISORER ApS;31131928;mne982
26311845;2014;0;0;2015;REVISION OG RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSPARTNERSELSKAB;33771177;mne34094
26330726;2014;0;0;2015;REVISION KØBENHAVN STATSAUTORISERET REVISIONSANPARTSSELSKAB VBR;34452342;mne2300
26340632;2014;0;0;2015;Broernes Revision, Reg Revisorer V/Morten Rosenqvist;14310533;mne8108
26358582;2012/13;0;0;2014;FLEMMING PARSHOLT;11082432;mne10711
26370310;2013;0;0;2014;NV-REVISION, AULUM ApS, REGISTRERET REVISIONSSELSKAB;19290948;mne270
26376602;2014/15;0;0;2015;JENSEN Regnskab & Rådgivning, statsautoriseret revisionsvirksomhed;26776279;mne9938
26381185;2013;0;0;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne141
26388848;2014;0;0;2015;Morten Schneider;33176996;mne8772
26391970;2012;0;0;2014;Erik Hultquist;15396105;mne453
26392780;2013/14;0;0;2015;CAPTURE, REGISTRERET REVISIONSANPARTSSELSKAB;28126131;mne2673
26434645;2012;0;0;2014;DANSK REVISION ÅRHUS, REGISTRERET REVISIONSAKTIESELSKAB;26717671;mne2427
26453852;2014;0;0;2014;REVISIONSCENTRET I PADBORG ApS;25859766;mne1051
26460212;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne27735
26476380;2013;1;3;2014;IB KOLD-CHRISTENSEN REGISTRERET REVISOR ApS;13481040;mne883
26486734;2013/14;0;0;2014;DANSK REVISION AALBORG REGISTRERET REVISIONSAKTIESELSKAB;17835998;mne467
26506069;2013;0;0;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne1112
26516056;2014;0;0;2015;LIDEGAARD REVISION & RÅDGIVNING REGISTRERET REVISIONSANPARTSSELSKAB;27096174;mne11194
26529255;2014;0;0;2015;MAZARS DENMARK STATSAUTORISERET REVISIONSPARTNERSELSKAB;31061741;mne30257
26539668;2013;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne31409
26545102;2013;0;0;2014;Heden & Fjorden I/S;21728446;mne11183
26546885;2014;0;0;2015;ULLITS & WINTHER STATSAUTORISERET REVISIONSPARTNERSELSKAB;32093272;mne9098
26548322;2014;0;0;2015;BJ REGNSKAB, REGISTRERET REVISIONSANPARTSSELSKAB;32651674;mne2995
26559421;2013;0;0;2014;TORBEN JENSEN GODKENDT REVISIONSANPARTSSELSKAB;27521975;mne7908
26564751;2014;0;0;2015;EDELBO STATSAUTORISERET REVISIONSPARTNERSELSKAB;35486178;mne11630
26568102;2014;1;2;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne31446
26573084;2011/12;0;0;2014;DANREVI SØNDERSØ, GODKENDT REVISIONSAKTIESELSKAB;21576603;mne12503
26580390;2012/13;0;0;2014;HOLE REVISION REGISTRERET REVISIONSANPARTSSELSKAB;30709470;mne12390
26592119;2012/13;0;0;2014;BN REVISION REGISTRERET REVISIONSANPARTSSELSKAB;46906012;mne9044
26596726;2013;0;0;2014;Revsbæk Revision;17169483;mne12470
26602297;2013;1;1;2014;LØNBORG REVISION V/EBBE LØNBORG;10851947;mne916
26606152;2014;0;0;2015;LMO I/S;30869052;mne33275
26607582;2014/15;0;0;2015;LERFELDT REVISION REGISTRERET REVISIONSANPARTSSELSKAB;20142146;mne11479
26609747;2014;0;0;2015;HANNE OG ERLING LUND ApS;35143114;mne727
26611547;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne18185
26618231;2013;0;0;2014;NÆRREVISION A/S;17524305;mne7203
26623952;2013/14;0;0;2015;KRONEREVISION ApS;34719713;mne3362
26630770;2014/15;0;0;2015;SØHØJLANDETS REVISION REGISTRERET REVISIONSANPARTSSELSKAB;31888026;mne4596
26644267;2013;0;0;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne1076
26646960;2013;1;4;2014;Vedbæk Revision v/Lillian Hauermann Lindgreen;14262172;mne11060
26648025;2013;0;0;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne15536
26658098;2013;0;0;2014;ROBERT SØE-JENSEN;12006888;mne10946
26662974;2012/13;1;4;2014;JBC Revision v/Jørgen Christensen;25979907;mne2938
26663903;2015;1;1;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne32169
26665922;2012/13;0;0;2014;NYBORG ERHVERVSREVISION ApS REGISTREREDE REVISORER;30546792;mne5505
26670330;2013;1;1;2014;Revisionshuset reg revisionsfirma;12848544;mne7517
26670373;2014;1;3;2015;Revision Kjellerup (tidl. Torben Jakobsen) ;72461312;mne5824
26670500;2013/14;0;0;2015;FREJ REVISION, STATSAUTORISERET REVISIONSAKTIESELSKAB;34351961;mne8902
26679133;2014;0;0;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne32755
26688248;2015;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne27730
26693756;2014;0;0;2015;ADDCO P/S GODKENDTE REVISORER;36464852;mne34513
26693985;2013/14;0;0;2014;Dupont;26563976;mne2627
26712130;2013/14;0;0;2015;JAN KRISTENSEN, REGISTRERET REVISIONSANPARTSSELSKAB;35383646;mne8461
26727510;2014;0;0;2015;HOLM Revision;31571243;mne8360
26758157;2014;1;2;2015;PC-Revision Gentofte;30969103;mne2657
26760194;2014;0;0;2015;NØRGAARD REVISION REGISTREREDE REVISORER ApS;31131928;mne983
26767733;2013;0;0;2014;FYNBO REVISION. REGISTRERET REVISIONSANPARTSSELSKAB;19706974;mne12199
26770793;2012;0;0;2014;MIDTBYENS REVISION V/BIRTHE PEDERSEN;14249990;mne4368
26776910;2014;0;0;2015;PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab ;33771231;mne23333
26791413;2015;0;0;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne28676
26811503;2012;1;3;2014;MARQUARD REVISION ApS;34526117;mne6251
26848113;2014;0;0;2015;REVISION KØBENHAVN STATSAUTORISERET REVISIONSANPARTSSELSKAB VBR;34452342;mne2300
26848741;2013;0;0;2014;REVISIONSCENTRET HADERSLEV, REGISTREREDE REVISORER A/S;13976295;mne7068
26863910;2013;0;0;2014;ERIK REINSBORG REGISTRERET REVISIONSANPARTSSELSKAB;25491742;mne15465
26864585;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne8497
26865506;2015/16;1;1;2016;City Revision A/S;37048755;mne11354
26907403;2013;0;0;2014;REVISION- OG REGNSKABSKONTORET ApSREGISTREREDE REVISORER;28902867;mne7435
26915929;2014;0;0;2014;EXACTA GRUPPEN ApS;33359128;mne18498
26919010;2015/16;1;1;2016;KPMG, Statsautoriseret Revisionspartnerselskab;25578198;mne31449
26931029;2014;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne17802
26987237;2013;0;0;2014;A Revision/ Steen Aagaard St. Aut. Revisor;18186144;mne2268
26987717;2014;0;0;2015;TIMEVISION FREDERIKSBERG GODKENDT REVISIONSAKTIESELSKAB;31943582;mne623
26989140;2012/13;1;1;2014;A4 REVISION ApS;29205043;mne6204
26989450;2013;1;1;2014;HENNING STUDSGAARD REVISION REGISTRERET REVISIONSAKTIESELSKAB;25121260;mne938
26990920;2013;0;0;2014;VENDELBO STATSAUTORISERET REVISIONSANPARTSSELSKAB;10110807;mne8900
25477200;2013;0;0;2014;DANSK REVISION ESBJERG REGISTRERETREVISIONSAKTIESELSKAB;26993695;mne1006
26994632;2013/14;1;3;2014;NU-REVI STATSAUTORISERET REVISOR ApS;29839328;mne24841
26996465;2011/12;0;0;2014;BJ REVISION STATSAUTORISERET REVISIONSANPARTSSELSKAB;68497817;mne32072
27001092;2014;0;0;2015;VISTISEN & LUNDE STATSAUTORISERET REVISIONSPARTNERSELSKAB;35658432;mne33756
27010873;2013;0;0;2014;JØRNER & SCHNEIDER REGISTRERET REVISIONSANPARTSSELSKAB;70605112;mne766
27015689;2013;0;0;2014;REVISION 2 A/S;16968137;mne11349
27020860;2014;0;0;2015;R-vision stataut revisorer Thomas Møllgaard;25107020;mne10123
27041531;2014;0;0;2015;REVISIONSCENTRET FRIER REGISTRERETREVISIONSANPARTSSELSKAB;12697791;mne7521
27066860;2013/14;0;0;2014;NU-REVI STATSAUTORISERET REVISOR ApS;29839328;mne24841
27079687;2014;1;1;2015;Sønderup I/S, statsautoriserede revisorer;31824559;mne32222
27090842;2013;0;0;2014;ROESGAARD & PARTNERS STATSAUTORISERET REVISIONSAKTIESELSKAB;25802063;mne28681
27092063;2013;1;3;2014;BDO Statsautoriseret Revisionsaktieselskab (2012);20222670;mne9581
27118925;2013/14;0;0;2015;Døssing & Partnere Revisionsinteressentskab;54879911;mne17153
27133886;2014;0;0;2015;KIRK REVISIONSPARTNERSELSKAB;35642781;mne302
27134041;2014;0;0;2015;BAAGØE SCHOU STATSAUTORISERET REVISIONSAKTIESELSKAB;21148148;mne10850
27153577;2014;1;1;2015;LJ REVISION ApS;28284160;mne2892
27175201;2013;0;0;2014;REVISIONSKONTORET JYTTE AAGESEN REGISTRERET REVISIONSAKTIESELSKAB;26670330;mne17313
27176615;2014;0;0;2015;KIRK REVISIONSPARTNERSELSKAB;35642781;mne741
27179924;2013;1;7;2014;Revicom ApS (2010);39336316;mne2293
27191916;2014;0;0;2015;JL REVISORER REGISTRERET REVISIONSANPARTSSELSKAB;31332699;mne10770
27192505;2013;1;6;2014;LEICHT SIMONSEN STATSAUTORISERET REVISOR ApS;10415837;mne8819
27193323;2013;1;6;2014;REVISIONSHUSET I HOLBÆK ApS;87948412;mne395
27197795;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne5880
27207251;2014;0;0;2015;Revisorgården Holbæk;19720705;mne15937
27208908;2014;0;0;2015;BAAGØE SCHOU STATSAUTORISERET REVISIONSAKTIESELSKAB;21148148;mne10850
27209041;2013;1;2;2014;RÅDGIVNINGSGRUPPEN REGISTRERET REVISIONSANPARTSSELSKAB;29316996;mne15578
27216811;2013;1;1;2014;KRH V/KELD HANSEN;10854172;mne503
27224784;2012/13;0;0;2014;Loydd Eriksen registreret revisor;27791549;?
27226086;2014;0;0;2015;Ernst & Young P/S   ( Inkl. Ernst & Young Grønland);30700228;mne28677
27227260;2013;0;0;2014;DANSK REVISION SLAGELSE GODKENDT REVISIONSAKTIESELSKAB;29919801;mne28660
27235638;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne15018
27236073;2012/13;0;0;2015;Redmark Statsautoriseret Revisionspartnerselskab  ;29442789;mne9160
27240747;2013;0;0;2014;BAKER TILLY DENMARK GODKENDT REVISIONSPARTNERSELSKAB;35257691;mne33281
27241727;2013;0;0;2014;NYBORG ERHVERVSREVISION ApS REGISTREREDE REVISORER;30546792;mne5505
27242847;2014;0;0;2015;JL REVISORER REGISTRERET REVISIONSANPARTSSELSKAB;31332699;mne35390
27243045;2014/15;0;0;2016;Deloitte, Statsautoriseret Revisionspartnerselskab;33963556;mne31430
27249671;2013;0;0;2014;M.G. REVISION ApS;29529507;mne12365
27260527;2013;0;0;2014;RB REVISION. REGISTRERET REVISORANPARTSSELSKAB;21706833;mne962
27263607;2013;1;2;2014;PROFIL REVISION A/S;59051318;mne749
27267513;2013;1;1;2014;DANSK REVISION AALBORG REGISTRERET REVISIONSAKTIESELSKAB;17835998;mne4035
27272142;2014;1;2;2015;JESS KIRCH ANDERSEN;18288389;mne15275
27280730;2013;0;0;2014;PLUS REVISION REGISTRERET REVISIONSANPARTSSELSKAB;20452897;mne11748
50828514;2013;0;0;2014;BEIERHOLM, STATSAUTORISERET REVISIONSPARTNERSELSKAB;32895468;mne27703
